indent,operation,dom,dom id,relation,cod id,cod,unchanged,changed_props,reason,rank
________,SHARED,N20.Macaca_fascicularis_aureus,1747270,=,4267143,G.Macaca_fascicularis_aureus,tip,scientificName,canonicalName,subspecies
________,B ONLY,,,,4267150,G.Macaca_fascicularis_atriceps,,,,subspecies
________,B ONLY,,,,4267151,G.Macaca_fascicularis_fuscus,,,,subspecies
________,B ONLY,,,,10500269,G.BOLD:AAE7992,,,,unranked
________,B ONLY,,,,4267138,G.Macaca_fascicularis_umbrosus,,,,subspecies
________,B ONLY,,,,4267162,G.Macaca_fascicularis_condorensis,,,,subspecies
________,B ONLY,,,,4267144,G.Macaca_fascicularis_karimondjawae,,,,subspecies
________,B ONLY,,,,8804536,G.Macaca_fascicularis_valida,,,,subspecies
________,B ONLY,,,,9170662,G.Macaca_fascicularis_argentimembris,,,,subspecies
________,B ONLY,,,,9071069,G.Macaca_fascicularis_laeta,,,,subspecies
________,B ONLY,,,,4267164,G.Macaca_fascicularis_lasiae,,,,subspecies
________,B ONLY,,,,4267145,G.Macaca_fascicularis_tua,,,,subspecies
________,B ONLY,,,,10183270,G.BOLD:AAE7991,,,,unranked
______,SHARED,N20.Macaca_fuscata,9542,=,9767149,G.Macaca_fuscata#9767149,tip,taxonomicStatus; number_of_children,canonicalName,species
______,SHARED,N20.Macaca_mulatta,9544,=,2436604,G.Macaca_mulatta,,,scientificName,species
________,A ONLY,N20.Macaca_mulatta_lasiotus,1449913,,,,,,,subspecies
________,A ONLY,N20.Macaca_mulatta_brevicaudus,1654737,,,,,,,subspecies
________,A ONLY,N20.Macaca_mulatta_vestita,2008792,,,,,,,subspecies
________,B ONLY,,,,10485870,G.BOLD:ACV8837,,,,unranked
________,B ONLY,,,,10197631,G.BOLD:AAC3774,,,,unranked
________,B ONLY,,,,9846744,G.BOLD:AAC3773,,,,unranked
______,SHARED,N20.Macaca_sylvanus,9546,=,2436618,G.Macaca_sylvanus,,number_of_children,canonicalName,species
________,B ONLY,,,,9526288,G.Macaca_sylvanus_sylvanus,,,,subspecies
________,B ONLY,,,,10521616,G.BOLD:AAE7956,,,,unranked
________,B ONLY,,,,9423474,G.Macaca_sylvanus_florentina,,,,subspecies
______,SHARED,N20.Macaca_sinica,9552,=,2436613,G.Macaca_sinica,,number_of_children,canonicalName,species
________,B ONLY,,,,7262041,G.Macaca_sinica_sinica,,,,subspecies
________,B ONLY,,,,4267152,G.Macaca_sinica_aurifrons,,,,subspecies
________,B ONLY,,,,5786190,G.Macaca_sinica_opisthomelas,,,,subspecies
______,A ONLY,N20.Macaca_speciosa,9553,,,,,,,species
______,SHARED,N20.Macaca_tonkeana,40843,=,2436614,G.Macaca_tonkeana,,number_of_children,canonicalName,species
________,B ONLY,,,,10427946,G.BOLD:ADC7153,,,,unranked
______,SHARED,N20.Macaca_nigra,54600,=,2436616,G.Macaca_nigra,,number_of_children,canonicalName,species
________,B ONLY,,,,8941400,G.Macaca_nigra_maurus,,,,subspecies
________,B ONLY,,,,9882127,G.BOLD:ADC6743,,,,unranked
________,B ONLY,,,,8841694,G.Macaca_nigra_nigra,,,,subspecies
______,SHARED,N20.Macaca_silenus,54601,=,2436617,G.Macaca_silenus,,number_of_children,canonicalName,species
________,B ONLY,,,,10651928,G.BOLD:ADC9062,,,,unranked
______,SHARED,N20.Macaca_thibetana,54602,=,2436609,G.Macaca_thibetana,,,canonicalName,species
________,A ONLY,N20.Macaca_thibetana_thibetana,257877,,,,,,,subspecies
________,B ONLY,,,,10162048,G.BOLD:AAJ2469,,,,unranked
______,SHARED,N20.Macaca_cyclopis,78449,=,2436615,G.Macaca_cyclopis,,number_of_children,canonicalName,species
________,B ONLY,,,,10255416,G.BOLD:ADR6513,,,,unranked
______,A ONLY,N20.Macaca_brunnescens,90381,,,,,,,species
______,SHARED,N20.Macaca_hecki,90382,=,4267156,G.Macaca_hecki,tip,,scientificName,species
______,SHARED,N20.Macaca_maura,90383,=,2436606,G.Macaca_maura,tip,,canonicalName,species
______,SHARED,N20.Macaca_nigrescens,90384,=,4267157,G.Macaca_nigrescens,tip,,canonicalName,species
______,SHARED,N20.Macaca_ochreata,90385,=,2436607,G.Macaca_ochreata,,number_of_children,scientificName,species
________,B ONLY,,,,4267142,G.Macaca_ochreata_ochreata,,,,subspecies
________,B ONLY,,,,4267159,G.Macaca_ochreata_brunnescens,,,,subspecies
______,A ONLY,N20.Macaca_maura_x_tonkeana,168259,,,,,,,species
______,A ONLY,N20.Macaca_hecki_x_tonkeana,171293,,,,,,,species
______,SHARED,N20.Macaca_pagensis,230653,=,4267149,G.Macaca_pagensis,tip,,canonicalName,species
______,SHARED,N20.Macaca_siberu,244255,=,4267161,G.Macaca_siberu,tip,,scientificName,species
______,A ONLY,N20.Macaca_balantak,281404,,,,,,,species
______,A ONLY,N20.Macaca_balantak_x_tonkeana,281405,,,,,,,species
______,SHARED,N20.Macaca_munzala,402888,=,5786213,G.Macaca_munzala,tip,,scientificName,species
______,SHARED,N20.Macaca_leucogenys,1885588,=,8507707,G.Macaca_leucogenys,tip,scientificName,canonicalName,species
______,A ONLY,N20.unclassified_Macaca,2623225,,,,,,,
________,A ONLY,N20.Macaca_sp.,9549,,,,,,,species
______,B ONLY,,,,4267148,G.Macaca_leonina,,,,species
________,B ONLY,,,,9860998,G.BOLD:ADC7154,,,,unranked
______,B ONLY,,,,4974744,G.Macacus_robustus,,,,species
______,B ONLY,,,,9448904,G.Macacus_sivalensus,,,,species
______,B ONLY,,,,9115496,G.Macaca_prisca,,,,species
______,B ONLY,,,,4942077,G.Aulaxinuus_florentinus,,,,species
______,B ONLY,,,,4974743,G.Macacus_eocaenus,,,,species
______,B ONLY,,,,4974742,G.Macacus_priscus,,,,species
______,B ONLY,N20.Macaca_fuscata,9542,!,2436608,G.Macaca_fuscata#2436608,,,cross-mrca !,species
________,SHARED (moved from 9542),N20.Macaca_fuscata_fuscata,9543,=,7262040,G.Macaca_fuscata_fuscata,tip,,canonicalName,subspecies
________,SHARED (moved from 9542),N20.Macaca_fuscata_yakui,179089,=,4267140,G.Macaca_fuscata_yakui,tip,,canonicalName,subspecies
________,B ONLY,,,,10406603,G.BOLD:AAF6822,,,,unranked
______,B ONLY (increased resolution),N20.Macaca,9539,>,2436611,G.Macaca_nemestrina,,,N20.Macaca_leucogenys is not in the A taxon,species
________,SHARED (moved from 9539),N20.Macaca_leonina,90387,=,8885543,G.Macaca_nemestrina_leonina,tip,taxonRank; canonicalName; scientificName,,subspecies
________,B ONLY,,,,10579483,G.BOLD:ADC8763,,,,unranked
________,B ONLY,,,,10348693,G.BOLD:ACV7927,,,,unranked
________,B ONLY,,,,10334244,G.BOLD:ACV7461,,,,unranked
________,B ONLY,,,,10593968,G.BOLD:ADC9191,,,,unranked
________,B ONLY,,,,10104459,G.BOLD:ACV7057,,,,unranked
________,B ONLY,,,,9954024,G.BOLD:ADC9193,,,,unranked
________,B ONLY,,,,9939658,G.BOLD:ACW0003,,,,unranked
________,B ONLY,,,,10090083,G.BOLD:ADC9190,,,,unranked
______,B ONLY (increased resolution),N20.Macaca_radiata_radiata,439030,>,2436612,G.Macaca_radiata,,,cross-mrca <,species
________,B ONLY,,,,5786188,G.Macaca_radiata_diluta,,,,subspecies
______,B ONLY (increased resolution),N20.Macaca_assamensis_assamensis,1411634,>,2436610,G.Macaca_assamensis,,,cross-mrca <,species
________,B ONLY,,,,4267158,G.Macaca_assamensis_pelops,,,,subspecies
________,B ONLY,,,,10032621,G.BOLD:ADC9204,,,,unranked
____,SHARED (moved from 9528),N20.Papio,9554,=,5219585,G.Papio#5219585,,number_of_children,cross-mrca =,genus
______,A ONLY,N20.Papio_anubis,9555,,,,,,,species
________,A ONLY,N20.Papio_anubis_anubis,211508,,,,,,,subspecies
______,SHARED,N20.Papio_cynocephalus,9556,=,7262027,G.Papio_cynocephalus,,number_of_children,cross-mrca =,species
________,SHARED,N20.Papio_cynocephalus_cynocephalus,106398,=,7262028,G.Papio_cynocephalus_cynocephalus,tip,,canonicalName,subspecies
________,SHARED,N20.Papio_cynocephalus_ibeanus,501791,=,5707339,G.Papio_cynocephalus_ibeanus,tip,,scientificName,subspecies
________,B ONLY,,,,10103671,G.BOLD:ABX6205,,,,unranked
________,B ONLY,,,,10580278,G.BOLD:ACE5354,,,,unranked
________,B ONLY,,,,10184057,G.BOLD:AAA5740,,,,unranked
______,SHARED,N20.Papio_hamadryas,9557,=,5219586,G.Papio_hamadryas,,number_of_children,scientificName,species
________,A ONLY,N20.Papio_hamadryas_hamadryas,9562,,,,,,,subspecies
______,SHARED,N20.Papio_ursinus,36229,=,7262029,G.Papio_ursinus,,number_of_children,cross-mrca =,species
________,SHARED,N20.Papio_ursinus_ursinus,208089,=,7262030,G.Papio_ursinus_ursinus,tip,,canonicalName,subspecies
________,SHARED,N20.Papio_ursinus_griseipes,208090,=,5707337,G.Papio_ursinus_griseipes,tip,,canonicalName,subspecies
________,B ONLY,,,,5707345,G.Papio_ursinus_ruacana,,,,subspecies
________,B ONLY,,,,10593167,G.BOLD:AAD5418,,,,unranked
________,B ONLY,,,,9953242,G.BOLD:ACE5355,,,,unranked
______,SHARED,N20.Papio_papio,100937,=,5707338,G.Papio_papio,,number_of_children,scientificName,species
________,B ONLY,,,,10090856,G.BOLD:AAD0639,,,,unranked
______,SHARED,N20.Papio_kindae,208091,=,7532139,G.Papio_kindae,tip,scientificName,canonicalName,species
______,A ONLY,N20.Papio_cynocephalus_x_Papio_anubis,208510,,,,,,,species
______,A ONLY,N20.Papio_anubis_x_hamadryas,1560552,,,,,,,species
______,A ONLY,N20.Papio_anubis_x_Papio_cynocephalus,1945556,,,,,,,species
______,A ONLY,N20.Papio_anubis_x_Papio_ursinus,1945557,,,,,,,species
______,A ONLY,N20.Papio_kindae_x_Papio_cynocephalus,1945558,,,,,,,species
______,A ONLY,N20.Papio_kindae_x_Papio_ursinus_griseipes,1945559,,,,,,,species
______,A ONLY,N20.unclassified_Papio,2632072,,,,,,,
________,A ONLY,N20.Papio_sp.,61183,,,,,,,species
________,A ONLY,N20.Papio_sp._Africa-2004,285280,,,,,,,species
________,A ONLY,N20.Papio_sp._PS-2007,425246,,,,,,,species
______,B ONLY,,,,9860218,G.BOLD:AAA5739,,,,unranked
______,B ONLY,,,,10499499,G.BOLD:AAA5738,,,,unranked
______,B ONLY,,,,9348524,G.Cynocephalus_anubis,,,,species
______,B ONLY,,,,7651628,G.Papio_japonicus,,,,species
______,B ONLY,,,,5707341,G.Papio_anubis#5707341,,,,species
________,B ONLY,,,,10335027,G.BOLD:AAB3626,,,,unranked
________,B ONLY,,,,10347911,G.BOLD:AAB3624,,,,unranked
________,B ONLY,,,,9940415,G.BOLD:AAB3625,,,,unranked
____,SHARED (moved from 9528),N20.Mandrillus,9567,=,5219555,G.Mandrillus,,,cross-mrca =,genus
______,SHARED,N20.Mandrillus_sphinx,9561,=,5219556,G.Mandrillus_sphinx,,number_of_children,scientificName,species
________,B ONLY,,,,9989543,G.BOLD:AAF1475,,,,unranked
________,B ONLY,,,,10298685,G.BOLD:AAF1476,,,,unranked
______,SHARED,N20.Mandrillus_leucophaeus,9568,=,5219557,G.Mandrillus_leucophaeus,,number_of_children; scientificName,canonicalName,species
________,B ONLY,,,,7262037,G.Mandrillus_leucophaeus_leucophaeus,,,,subspecies
________,B ONLY,,,,5707346,G.Mandrillus_leucophaeus_poensis,,,,subspecies
________,B ONLY,,,,10629797,G.BOLD:AAJ1820,,,,unranked
____,SHARED (moved from 9528),N20.Miopithecus,36230,=,2436590,G.Miopithecus,,,cross-mrca =,genus
______,SHARED,N20.Miopithecus_talapoin,36231,=,2436591,G.Miopithecus_talapoin,,,canonicalName,species
________,A ONLY,N20.Miopithecus_talapoin_talapoin,560240,,,,,,,subspecies
________,B ONLY,,,,10442430,G.BOLD:ACI1848,,,,unranked
______,SHARED,N20.Miopithecus_ogouensis,100488,=,4267099,G.Miopithecus_ogouensis,,number_of_children,scientificName,species
________,B ONLY,,,,10240947,G.BOLD:AAX3947,,,,unranked
____,SHARED (moved from 9528),N20.Lophocebus,75565,=,2436587,G.Lophocebus,,,cross-mrca =,genus
______,SHARED,N20.Lophocebus_aterrimus,75566,=,4267096,G.Lophocebus_aterrimus,,number_of_children,scientificName,species
________,B ONLY,,,,5786373,G.Lophocebus_aterrimus_aterrimus,,,,subspecies
________,B ONLY,,,,10277457,G.BOLD:AAJ2374,,,,unranked
________,B ONLY,,,,10405797,G.BOLD:ADC8004,,,,unranked
________,B ONLY,,,,10010711,G.BOLD:AAC9210,,,,unranked
________,B ONLY,,,,5786375,G.Lophocebus_aterrimus_opdenboschi,,,,subspecies
______,B ONLY (increased resolution),N20.Lophocebus_albigena_albigena,75568,>,2436589,G.Lophocebus_albigena,,,cross-mrca <,species
________,B ONLY,,,,10651125,G.BOLD:AAC9211,,,,unranked
________,B ONLY,,,,4267098,G.Lophocebus_albigena_osmani,,,,subspecies
________,B ONLY,,,,4267095,G.Lophocebus_albigena_johnstoni,,,,subspecies
________,B ONLY,,,,9274828,G.Lophocebus_albigena_ugandae,,,,subspecies
____,SHARED (moved from 9528),N20.Chlorocebus,392815,=,2436565,G.Chlorocebus,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Chlorocebus_aethiops,9534,=,2436566,G.Chlorocebus_aethiops,,number_of_children,canonicalName,species
________,A ONLY,N20.Chlorocebus_aethiops_vervet,100936,,,,,,,subspecies
________,A ONLY,N20.Chlorocebus_aethiops_aethiops,101841,,,,,,,subspecies
________,B ONLY,,,,10218875,G.BOLD:AAF0856,,,,unranked
________,B ONLY,,,,9825658,G.BOLD:ADC6041,,,,unranked
________,B ONLY,,,,10464619,G.BOLD:ADK4513,,,,unranked
______,SHARED,N20.Chlorocebus_pygerythrus,60710,=,7262034,G.Chlorocebus_pygerythrus,,number_of_children; scientificName,cross-mrca =,species
________,SHARED,N20.Chlorocebus_pygerythrus_pygerythrus,460674,=,4267120,G.Chlorocebus_pygerythrus_pygerythrus,tip,,canonicalName,subspecies
________,SHARED,N20.Chlorocebus_pygerythrus_hilgerti,508712,=,4267128,G.Chlorocebus_pygerythrus_hilgerti,tip,,canonicalName,subspecies
________,A ONLY,N20.Chlorocebus_pygerythrus_x_Chlorocebus_aethiops,2269071,,,,,,,subspecies
________,B ONLY,,,,10463833,G.BOLD:ABY3031,,,,unranked
________,B ONLY,,,,9181193,G.Chlorocebus_pygerythrus_rufoviridis,,,,subspecies
______,SHARED,N20.Chlorocebus_sabaeus,60711,=,4267116,G.Chlorocebus_sabaeus,,number_of_children; scientificName,canonicalName,species
________,B ONLY,,,,10616144,G.BOLD:AAD8228,,,,unranked
______,SHARED,N20.Chlorocebus_cynosuros,460675,=,4267119,G.Chlorocebus_cynosuros,,number_of_children,scientificName,species
________,B ONLY,,,,9976059,G.BOLD:ACH5317,,,,unranked
______,SHARED,N20.Chlorocebus_djamdjamensis,1284215,=,4267124,G.Chlorocebus_djamdjamensis,tip,scientificName,canonicalName,species
______,A ONLY,N20.Chlorocebus_aethiops_x_djamdjamensis,1476079,,,,,,,species
______,A ONLY,N20.Chlorocebus_aethiops_x_Chlorocebus_pygerythrus,1903316,,,,,,,species
______,A ONLY,N20.unclassified_Chlorocebus,2685534,,,,,,,
________,A ONLY,N20.Chlorocebus_sp._MAS-2011,1090918,,,,,,,species
________,A ONLY,N20.Chlorocebus_sp._TH-2013,1284216,,,,,,,species
________,A ONLY,N20.Chlorocebus_sp._LDS-2018,2282232,,,,,,,species
______,B ONLY,,,,10068976,G.BOLD:AAD0215,,,,unranked
______,B ONLY (increased resolution),N20.Chlorocebus_tantalus_budgetti,508710,>,7262032,G.Chlorocebus_tantalus,,,cross-mrca <,species
________,B ONLY,,,,10219667,G.BOLD:ACH6908,,,,unranked
________,B ONLY,,,,7262033,G.Chlorocebus_tantalus_tantalus,,,,subspecies
________,B ONLY,,,,10068184,G.BOLD:ADC7377,,,,unranked
________,B ONLY,,,,4267123,G.Chlorocebus_tantalus_marrensis,,,,subspecies
____,SHARED (moved from 9528),N20.Allochrocebus,2059839,=,8307483,G.Allochrocebus,,,cross-mrca =,genus
______,SHARED,N20.Allochrocebus_lhoesti,100224,=,7416027,G.Allochrocebus_lhoesti,tip,,scientificName,species
______,SHARED,N20.Allochrocebus_solatus,147650,=,7583919,G.Allochrocebus_solatus,tip,,scientificName,species
______,B ONLY (increased resolution),N20.Allochrocebus_preussi_insularis,1137512,>,8238140,G.Allochrocebus_preussi,,,cross-mrca <,species
________,B ONLY,,,,8828710,G.Allochrocebus_preussi_preussi,,,,subspecies
________,B ONLY,,,,10660340,G.BOLD:ACH5276,,,,unranked
________,B ONLY,,,,10024247,G.BOLD:ACH6069,,,,unranked
____,SHARED (moved from 9569),N20.Colobus,9570,=,5963043,G.Colobus,,taxonomicStatus; number_of_children,cross-mrca =,genus
______,SHARED,N20.Colobus_polykomos,9572,=,5963044,G.Colobus_polykomos,,number_of_children,canonicalName,species
________,B ONLY,,,,8830116,G.Colobus_polykomos_polykomos,,,,subspecies
________,B ONLY,,,,8728104,G.Colobus_polykomos_vellerosus,,,,subspecies
______,SHARED,N20.Colobus_guereza,33548,=,5963045,G.Colobus_guereza,,number_of_children; scientificName,cross-mrca =,species
________,SHARED,N20.Colobus_guereza_kikuyuensis,132548,=,6075603,G.Colobus_guereza_kikuyuensis,tip,,canonicalName,subspecies
________,SHARED,N20.Colobus_guereza_matschiei,373030,=,6075609,G.Colobus_guereza_matschiei,tip,,canonicalName,subspecies
________,SHARED,N20.Colobus_guereza_caudatus,373031,=,6075608,G.Colobus_guereza_caudatus,tip,,canonicalName,subspecies
________,SHARED,N20.Colobus_guereza_occidentalis,373032,=,6075598,G.Colobus_guereza_occidentalis,tip,,canonicalName,subspecies
________,B ONLY,,,,6100690,G.Colobus_guereza_gallarum,,,,subspecies
________,B ONLY,,,,6075597,G.Colobus_guereza_dodingae,,,,subspecies
________,B ONLY,,,,6075604,G.Colobus_guereza_percivali,,,,subspecies
________,B ONLY,,,,7262016,G.Colobus_guereza_guereza,,,,subspecies
________,B ONLY,,,,9896444,G.BOLD:AAE9706,,,,unranked
______,SHARED,N20.Colobus_vellerosus,378195,=,6075599,G.Colobus_vellerosus,tip,,canonicalName,species
______,A ONLY,N20.Colobus_vellerosus_x_angolensis,378196,,,,,,,species
______,A ONLY,N20.unclassified_Colobus,2618863,,,,,,,
________,A ONLY,N20.Colobus_sp.,34824,,,,,,,species
________,A ONLY,N20.Colobus_sp._DTG-2004,288544,,,,,,,species
________,A ONLY,N20.Colobus_sp._MB-2005,325172,,,,,,,species
______,B ONLY,,,,8890531,G.Colobus_polycomos,,,,species
________,B ONLY,,,,8741511,G.Colobus_polycomos_polycomos,,,,subspecies
________,B ONLY,,,,9161846,G.Colobus_polycomos_dollmani,,,,subspecies
______,B ONLY,,,,8957958,G.Colobus_satanus,,,,species
______,B ONLY,,,,9135851,G.Colobus_palliatus,,,,species
________,B ONLY,,,,9128116,G.Colobus_palliatus_palliatus,,,,subspecies
________,B ONLY,,,,8914839,G.Colobus_palliatus_cottoni,,,,subspecies
______,B ONLY (increased resolution),N20.Colobus_satanas_satanas,517013,>,5963046,G.Colobus_satanas,,,cross-mrca <,species
________,B ONLY,,,,10536041,G.BOLD:ACP8950,,,,unranked
________,B ONLY,,,,6075610,G.Colobus_satanas_anthracinus,,,,subspecies
______,B ONLY,,,,9138979,G.Colobus_tephrasceles,,,,species
______,B ONLY,,,,9017613,G.Colobus_ruwezorii,,,,species
______,B ONLY (increased resolution),N20.Colobus_angolensis_palliatus,336983,>,5963047,G.Colobus_angolensis,,,cross-mrca <,species
________,B ONLY,,,,6100689,G.Colobus_angolensis_sharpei,,,,subspecies
________,B ONLY,,,,7262017,G.Colobus_angolensis_angolensis,,,,subspecies
________,B ONLY,,,,6075607,G.Colobus_angolensis_ruwenzorii,,,,subspecies
________,B ONLY,,,,6075606,G.Colobus_angolensis_cottoni,,,,subspecies
________,B ONLY,,,,6075601,G.Colobus_angolensis_prigoginei,,,,subspecies
________,B ONLY,,,,6075600,G.Colobus_angolensis_cordieri,,,,subspecies
______,B ONLY,,,,8979734,G.Colobus_fuliginosus,,,,species
______,B ONLY,,,,8946723,G.Colobus_leucomerus,,,,species
____,SHARED (moved from 9569),N20.Pygathrix,54132,=,2436527,G.Pygathrix,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Pygathrix_nigripes,310352,=,4267166,G.Pygathrix_nigripes,,number_of_children,canonicalName,species
________,B ONLY,,,,10268247,G.BOLD:ADC6261,,,,unranked
______,SHARED,N20.Pygathrix_cinerea,693712,=,4267165,G.Pygathrix_cinerea,tip,,scientificName,species
______,A ONLY,N20.Pygathrix_cinerea_1_RL-2012,1194332,,,,,,,species
______,A ONLY,N20.Pygathrix_cinerea_2_RL-2012,1194333,,,,,,,species
______,B ONLY,,,,10019871,G.BOLD:AAH8052,,,,unranked
______,B ONLY (increased resolution),N20.Pygathrix_nemaeus_nemaeus,303485,>,2436529,G.Pygathrix_nemaeus,,,cross-mrca <,species
________,B ONLY,,,,9054031,G.Pygathrix_nemaeus_nigripes,,,,subspecies
____,SHARED (moved from 9569),N20.Rhinopithecus,542827,=,4267002,G.Rhinopithecus,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Rhinopithecus_bieti,61621,=,4267007,G.Rhinopithecus_bieti,tip,scientificName,canonicalName,species
______,SHARED,N20.Rhinopithecus_roxellana,61622,=,7262005,G.Rhinopithecus_roxellana,,number_of_children; scientificName,canonicalName,species
________,B ONLY,,,,4267003,G.Rhinopithecus_roxellana_hubeiensis,,,,subspecies
________,B ONLY,,,,10140064,G.BOLD:AAI0471,,,,unranked
________,B ONLY,,,,4267008,G.Rhinopithecus_roxellana_qinlingensis,,,,subspecies
________,B ONLY,,,,7262006,G.Rhinopithecus_roxellana_roxellana,,,,subspecies
______,SHARED,N20.Rhinopithecus_avunculus,66062,=,4267009,G.Rhinopithecus_avunculus,,number_of_children,scientificName,species
________,B ONLY,,,,10543734,G.BOLD:ACS0885,,,,unranked
______,SHARED,N20.Rhinopithecus_brelichi,224329,=,4267005,G.Rhinopithecus_brelichi,,number_of_children,scientificName,species
________,B ONLY,,,,9904071,G.BOLD:ACS0884,,,,unranked
______,A ONLY,N20.Rhinopithecus_bieti_1_RL-2012,1194334,,,,,,,species
______,A ONLY,N20.Rhinopithecus_bieti_2_RL-2012,1194335,,,,,,,species
______,SHARED,N20.Rhinopithecus_strykeri,1194336,=,8316890,G.Rhinopithecus_strykeri,tip,scientificName,canonicalName,species
______,A ONLY,N20.unclassified_Rhinopithecus,2644350,,,,,,,
________,A ONLY,N20.Rhinopithecus_sp.,1859147,,,,,,,species
______,B ONLY,,,,10147653,G.BOLD:ACA0275,,,,unranked
____,SHARED (moved from 9569),N20.Piliocolobus,591932,=,4266981,G.Piliocolobus,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Piliocolobus_badius,164648,=,7262000,G.Piliocolobus_badius,,number_of_children,cross-mrca =,species
________,SHARED,N20.Piliocolobus_badius_badius,491852,=,7262001,G.Piliocolobus_badius_badius,tip,,canonicalName,subspecies
________,SHARED,N20.Piliocolobus_badius_temminckii,491853,=,4266982,G.Piliocolobus_badius_temminckii,tip,,canonicalName,subspecies
________,B ONLY,,,,10370002,G.BOLD:ADC6499,,,,unranked
______,SHARED,N20.Piliocolobus_gordonorum,591933,=,4266998,G.Piliocolobus_gordonorum,tip,,canonicalName,species
______,SHARED,N20.Piliocolobus_rufomitratus,591934,=,4266990,G.Piliocolobus_rufomitratus,tip,,canonicalName,species
______,SHARED,N20.Piliocolobus_tholloni,591935,=,4267001,G.Piliocolobus_tholloni,tip,scientificName,canonicalName,species
______,SHARED,N20.Piliocolobus_tephrosceles,591936,=,4266995,G.Piliocolobus_tephrosceles,tip,,canonicalName,species
______,SHARED,N20.Piliocolobus_kirkii,591937,=,4266987,G.Piliocolobus_kirkii,tip,,canonicalName,species
______,SHARED,N20.Piliocolobus_foai,591938,=,7262002,G.Piliocolobus_foai,,number_of_children,canonicalName,species
________,B ONLY,,,,4266993,G.Piliocolobus_foai_semlikiensis,,,,subspecies
________,B ONLY,,,,4266986,G.Piliocolobus_foai_parmentierorum,,,,subspecies
______,SHARED,N20.Piliocolobus_pennantii,591944,=,7262003,G.Piliocolobus_pennantii,tip,,canonicalName,species
______,SHARED,N20.Piliocolobus_preussi,591945,=,4267000,G.Piliocolobus_preussi,tip,,scientificName,species
______,B ONLY,,,,8376238,G.Piliocolobus_waldronae,,,,species
______,B ONLY,,,,8127111,G.Piliocolobus_bouvieri,,,,species
______,B ONLY,,,,7883235,G.Piliocolobus_semlikiensis,,,,species
______,B ONLY,,,,8328347,G.Piliocolobus_lulindicus,,,,species
______,B ONLY,,,,7455384,G.Piliocolobus_epieni,,,,species
______,B ONLY,,,,8051277,G.Piliocolobus_parmentieri,,,,species
______,B ONLY,,,,7689613,G.Piliocolobus_oustaleti,,,,species
____,B ONLY,,,,9607673,G.?_nasuus,,,,unranked
____,B ONLY,,,,9279891,G.?_hamadryas,,,,unranked
____,B ONLY,,,,9589700,G.?_hypsilophus,,,,unranked
____,B ONLY,,,,10185132,G.?_laotum,,,,unranked
____,B ONLY,,,,9975263,G.BOLD:ABZ3803,,,,unranked
____,B ONLY,,,,9444134,G.?_silenus,,,,unranked
____,B ONLY,,,,9622103,G.?_larvatus,,,,unranked
____,B ONLY,,,,9283034,G.?_monspessulanus,,,,unranked
____,B ONLY,,,,10615338,G.BOLD:AAW4367,,,,unranked
____,B ONLY,,,,8179357,G.?_badius,,,,unranked
____,B ONLY,,,,9253109,G.?_frontatus,,,,unranked
____,B ONLY,,,,9239791,G.?_oswaldi,,,,unranked
____,B ONLY,,,,10627928,G.?_rubicundus,,,,unranked
____,B ONLY,,,,4827239,G.Libypithecus,,,,genus
______,B ONLY,,,,8730303,G.Libypithecus_markgrafi,,,,species
____,B ONLY,,,,9578798,G.?_francoisi,,,,unranked
____,B ONLY,,,,9340681,G.?_macinnesi,,,,unranked
____,B ONLY,,,,9894613,G.?_thomasi,,,,unranked
____,B ONLY,,,,8451328,G.?_hosei,,,,unranked
____,B ONLY,,,,9564384,G.?_obscurus,,,,unranked
____,B ONLY,,,,9593077,G.?_germaini,,,,unranked
____,B ONLY,,,,4827233,G.Rhinocolobus,,,,genus
____,B ONLY,,,,9440861,G.?_melalophos,,,,unranked
____,B ONLY,,,,9532300,G.?_verus#9532300,,,,unranked
____,B ONLY,,,,9256210,G.?_radiatus,,,,unranked
____,B ONLY,,,,9472228,G.?_thibetanus,,,,unranked
____,B ONLY,,,,9395651,G.?_asnoti,,,,unranked
____,B ONLY,,,,9412792,G.?_maura,,,,unranked
____,B ONLY,,,,9269748,G.?_torquatus,,,,unranked
____,B ONLY,,,,9368048,G.?_anubis,,,,unranked
____,B ONLY,,,,10313049,G.BOLD:AAW4441,,,,unranked
____,B ONLY,,,,9309904,G.?_aethiops,,,,unranked
____,B ONLY,,,,9489789,G.?_poliocephalus,,,,unranked
____,B ONLY,,,,8957398,G.?_phayrei,,,,unranked
____,B ONLY,,,,4827296,G.Microcolobus,,,,genus
____,B ONLY,,,,9561026,G.?_pileatus#9561026,,,,unranked
____,B ONLY,,,,9076601,G.Pithecus_potenziani,,,,species
______,B ONLY,,,,8971418,G.Pithecus_potenziani_siberu,,,,subspecies
______,B ONLY,,,,8922166,G.Pithecus_potenziani_potenziani,,,,subspecies
____,B ONLY,,,,9043231,G.Pithecus_belliger,,,,species
____,B ONLY (increased resolution),N20.Trachypithecus,54136,>,2436533,G.Trachypithecus,,,N20.Trachypithecus_johnii is not in the A taxon,genus
